AccumulatedDischargerPower,AccumulatedLoadPower,AccumulatedSelfusePower,AccumulatedPvPower,Hora,Dia,Mes,Anio 
258.6KWH (+ 0.0 KWH) ,413.4KWH (+ 0.0 KWH) ,258.6KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,09:55:29 p.m,18,abril,2020
258.6KWH (+ 0.0 KWH) ,413.4KWH (+ 0.0 KWH) ,258.6KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,10:10:29 p.m,18,abril,2020
258.7KWH (+ 0.1 KWH) ,413.5KWH (+ 0.1 KWH) ,258.7KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,10:25:29 p.m,18,abril,2020
258.7KWH (+ 0.0 KWH) ,413.5KWH (+ 0.0 KWH) ,258.7KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,10:40:29 p.m,18,abril,2020
258.7KWH (+ 0.0 KWH) ,413.6KWH (+ 0.1 KWH) ,258.7KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,10:55:30 p.m,18,abril,2020
258.7KWH (+ 0.0 KWH) ,413.6KWH (+ 0.0 KWH) ,258.7KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,11:10:30 p.m,18,abril,2020
258.8KWH (+ 0.1 KWH) ,413.7KWH (+ 0.1 KWH) ,258.8KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,11:25:30 p.m,18,abril,2020
258.8KWH (+ 0.0 KWH) ,413.7KWH (+ 0.0 KWH) ,258.8KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,11:40:30 p.m,18,abril,2020
258.8KWH (+ 0.0 KWH) ,413.7KWH (+ 0.0 KWH) ,258.8KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,11:55:31 p.m,18,abril,2020
258.8KWH (+ 0.0 KWH) ,413.8KWH (+ 0.1 KWH) ,258.8KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,12:10:31 a.m,19,abril,2020
258.8KWH (+ 0.0 KWH) ,413.8KWH (+ 0.0 KWH) ,258.8KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,12:25:31 a.m,19,abril,2020
258.9KWH (+ 0.1 KWH) ,413.8KWH (+ 0.0 KWH) ,258.9KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,12:40:31 a.m,19,abril,2020
258.9KWH (+ 0.0 KWH) ,413.9KWH (+ 0.1 KWH) ,258.9KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,12:55:31 a.m,19,abril,2020
258.9KWH (+ 0.0 KWH) ,413.9KWH (+ 0.0 KWH) ,258.9KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,01:10:41 a.m,19,abril,2020
259KWH (+ 0.1 KWH) ,414KWH (+ 0.1 KWH) ,259KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,01:25:42 a.m,19,abril,2020
259KWH (+ 0.0 KWH) ,414KWH (+ 0.0 KWH) ,259KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,01:40:42 a.m,19,abril,2020
259KWH (+ 0.0 KWH) ,414KWH (+ 0.0 KWH) ,259KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,01:55:42 a.m,19,abril,2020
259KWH (+ 0.0 KWH) ,414.1KWH (+ 0.1 KWH) ,259KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,02:10:42 a.m,19,abril,2020
259KWH (+ 0.0 KWH) ,414.1KWH (+ 0.0 KWH) ,259KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,02:25:42 a.m,19,abril,2020
259.1KWH (+ 0.1 KWH) ,414.2KWH (+ 0.1 KWH) ,259.1KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,02:40:43 a.m,19,abril,2020
259.1KWH (+ 0.0 KWH) ,414.2KWH (+ 0.0 KWH) ,259.1KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,02:55:43 a.m,19,abril,2020
259.1KWH (+ 0.0 KWH) ,414.3KWH (+ 0.1 KWH) ,259.1KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,03:10:43 a.m,19,abril,2020
259.2KWH (+ 0.1 KWH) ,414.3KWH (+ 0.0 KWH) ,259.2KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,03:25:43 a.m,19,abril,2020
259.2KWH (+ 0.0 KWH) ,414.3KWH (+ 0.0 KWH) ,259.2KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,03:40:44 a.m,19,abril,2020
259.2KWH (+ 0.0 KWH) ,414.4KWH (+ 0.1 KWH) ,259.2KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,03:55:44 a.m,19,abril,2020
259.2KWH (+ 0.0 KWH) ,414.4KWH (+ 0.0 KWH) ,259.2KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,04:10:44 a.m,19,abril,2020
259.2KWH (+ 0.0 KWH) ,414.4KWH (+ 0.0 KWH) ,259.2KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,04:25:44 a.m,19,abril,2020
259.3KWH (+ 0.1 KWH) ,414.5KWH (+ 0.1 KWH) ,259.3KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,04:40:45 a.m,19,abril,2020
259.3KWH (+ 0.0 KWH) ,414.6KWH (+ 0.1 KWH) ,259.3KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,04:55:45 a.m,19,abril,2020
259.3KWH (+ 0.0 KWH) ,414.6KWH (+ 0.0 KWH) ,259.3KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,05:10:45 a.m,19,abril,2020
259.4KWH (+ 0.1 KWH) ,414.6KWH (+ 0.0 KWH) ,259.4KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,05:25:45 a.m,19,abril,2020
259.4KWH (+ 0.0 KWH) ,414.7KWH (+ 0.1 KWH) ,259.4KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,05:40:45 a.m,19,abril,2020
259.4KWH (+ 0.0 KWH) ,414.7KWH (+ 0.0 KWH) ,259.4KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,05:55:46 a.m,19,abril,2020
259.4KWH (+ 0.0 KWH) ,414.7KWH (+ 0.0 KWH) ,259.4KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,06:10:47 a.m,19,abril,2020
259.4KWH (+ 0.0 KWH) ,414.8KWH (+ 0.1 KWH) ,259.4KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,06:25:47 a.m,19,abril,2020
259.5KWH (+ 0.1 KWH) ,414.8KWH (+ 0.0 KWH) ,259.5KWH (+ 0.1 KWH) ,26.8KWH (+ 0.0 KWH) ,06:40:47 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,414.9KWH (+ 0.1 KWH) ,259.5KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,06:55:47 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,414.9KWH (+ 0.0 KWH) ,259.5KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,07:10:48 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,415KWH (+ 0.1 KWH) ,259.5KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,07:25:48 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,415KWH (+ 0.0 KWH) ,259.5KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,07:40:48 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,415KWH (+ 0.0 KWH) ,259.5KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,07:55:49 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,415KWH (+ 0.0 KWH) ,259.5KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,08:10:49 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,415KWH (+ 0.0 KWH) ,259.5KWH (+ 0.0 KWH) ,26.8KWH (+ 0.0 KWH) ,08:25:49 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,415.1KWH (+ 0.1 KWH) ,259.5KWH (+ 0.0 KWH) ,26.9KWH (+ 0.1 KWH) ,08:40:49 a.m,19,abril,2020
259.5KWH (+ 0.0 KWH) ,415.2KWH (+ 0.1 KWH) ,259.5KWH (+ 0.0 KWH) ,27KWH (+ 0.1 KWH) ,08:55:50 a.m,19,abril,2020
259.6KWH (+ 0.1 KWH) ,415.2KWH (+ 0.0 KWH) ,259.6KWH (+ 0.1 KWH) ,27.1KWH (+ 0.1 KWH) ,09:10:50 a.m,19,abril,2020
259.6KWH (+ 0.0 KWH) ,415.2KWH (+ 0.0 KWH) ,259.6KWH (+ 0.0 KWH) ,27.2KWH (+ 0.1 KWH) ,09:25:50 a.m,19,abril,2020
259.6KWH (+ 0.0 KWH) ,415.2KWH (+ 0.0 KWH) ,259.6KWH (+ 0.0 KWH) ,27.2KWH (+ 0.0 KWH) ,09:40:50 a.m,19,abril,2020
259.6KWH (+ 0.0 KWH) ,415.2KWH (+ 0.0 KWH) ,259.6KWH (+ 0.0 KWH) ,27.3KWH (+ 0.1 KWH) ,09:55:51 a.m,19,abril,2020
259.6KWH (+ 0.0 KWH) ,415.3KWH (+ 0.1 KWH) ,259.6KWH (+ 0.0 KWH) ,27.4KWH (+ 0.1 KWH) ,10:10:51 a.m,19,abril,2020
259.7KWH (+ 0.1 KWH) ,415.3KWH (+ 0.0 KWH) ,259.7KWH (+ 0.1 KWH) ,27.5KWH (+ 0.1 KWH) ,10:25:51 a.m,19,abril,2020
259.7KWH (+ 0.0 KWH) ,415.3KWH (+ 0.0 KWH) ,259.7KWH (+ 0.0 KWH) ,27.6KWH (+ 0.1 KWH) ,10:40:51 a.m,19,abril,2020
259.8KWH (+ 0.1 KWH) ,415.4KWH (+ 0.1 KWH) ,259.8KWH (+ 0.1 KWH) ,27.6KWH (+ 0.0 KWH) ,10:55:52 a.m,19,abril,2020
259.8KWH (+ 0.0 KWH) ,415.4KWH (+ 0.0 KWH) ,259.8KWH (+ 0.0 KWH) ,27.7KWH (+ 0.1 KWH) ,11:10:52 a.m,19,abril,2020
259.8KWH (+ 0.0 KWH) ,415.4KWH (+ 0.0 KWH) ,259.8KWH (+ 0.0 KWH) ,27.7KWH (+ 0.0 KWH) ,11:25:52 a.m,19,abril,2020
259.8KWH (+ 0.0 KWH) ,415.5KWH (+ 0.1 KWH) ,259.8KWH (+ 0.0 KWH) ,27.8KWH (+ 0.1 KWH) ,11:40:52 a.m,19,abril,2020
259.9KWH (+ 0.1 KWH) ,415.5KWH (+ 0.0 KWH) ,259.9KWH (+ 0.1 KWH) ,27.8KWH (+ 0.0 KWH) ,11:55:53 a.m,19,abril,2020
259.9KWH (+ 0.0 KWH) ,415.5KWH (+ 0.0 KWH) ,259.9KWH (+ 0.0 KWH) ,27.9KWH (+ 0.1 KWH) ,12:10:53 p.m,19,abril,2020
259.9KWH (+ 0.0 KWH) ,415.5KWH (+ 0.0 KWH) ,259.9KWH (+ 0.0 KWH) ,27.9KWH (+ 0.0 KWH) ,12:25:53 p.m,19,abril,2020
260KWH (+ 0.1 KWH) ,415.6KWH (+ 0.1 KWH) ,260KWH (+ 0.1 KWH) ,28KWH (+ 0.1 KWH) ,12:40:53 p.m,19,abril,2020
260KWH (+ 0.0 KWH) ,415.6KWH (+ 0.0 KWH) ,260KWH (+ 0.0 KWH) ,28.1KWH (+ 0.1 KWH) ,12:55:54 p.m,19,abril,2020
260KWH (+ 0.0 KWH) ,415.7KWH (+ 0.1 KWH) ,260KWH (+ 0.0 KWH) ,28.1KWH (+ 0.0 KWH) ,01:10:54 p.m,19,abril,2020
260.1KWH (+ 0.1 KWH) ,415.7KWH (+ 0.0 KWH) ,260.1KWH (+ 0.1 KWH) ,28.1KWH (+ 0.0 KWH) ,01:25:54 p.m,19,abril,2020
260.1KWH (+ 0.0 KWH) ,415.7KWH (+ 0.0 KWH) ,260.1KWH (+ 0.0 KWH) ,28.2KWH (+ 0.1 KWH) ,01:40:54 p.m,19,abril,2020
260.1KWH (+ 0.0 KWH) ,415.7KWH (+ 0.0 KWH) ,260.1KWH (+ 0.0 KWH) ,28.2KWH (+ 0.0 KWH) ,01:55:55 p.m,19,abril,2020
260.1KWH (+ 0.0 KWH) ,415.7KWH (+ 0.0 KWH) ,260.1KWH (+ 0.0 KWH) ,28.3KWH (+ 0.1 KWH) ,02:10:55 p.m,19,abril,2020
260.2KWH (+ 0.1 KWH) ,415.8KWH (+ 0.1 KWH) ,260.2KWH (+ 0.1 KWH) ,28.3KWH (+ 0.0 KWH) ,02:25:55 p.m,19,abril,2020
260.2KWH (+ 0.0 KWH) ,415.8KWH (+ 0.0 KWH) ,260.2KWH (+ 0.0 KWH) ,28.4KWH (+ 0.1 KWH) ,02:40:55 p.m,19,abril,2020
260.3KWH (+ 0.1 KWH) ,415.9KWH (+ 0.1 KWH) ,260.3KWH (+ 0.1 KWH) ,28.4KWH (+ 0.0 KWH) ,02:55:55 p.m,19,abril,2020
260.3KWH (+ 0.0 KWH) ,415.9KWH (+ 0.0 KWH) ,260.3KWH (+ 0.0 KWH) ,28.5KWH (+ 0.1 KWH) ,03:10:56 p.m,19,abril,2020
260.3KWH (+ 0.0 KWH) ,415.9KWH (+ 0.0 KWH) ,260.3KWH (+ 0.0 KWH) ,28.5KWH (+ 0.0 KWH) ,03:25:56 p.m,19,abril,2020
260.3KWH (+ 0.0 KWH) ,415.9KWH (+ 0.0 KWH) ,260.3KWH (+ 0.0 KWH) ,28.5KWH (+ 0.0 KWH) ,03:40:56 p.m,19,abril,2020
260.3KWH (+ 0.0 KWH) ,416KWH (+ 0.1 KWH) ,260.3KWH (+ 0.0 KWH) ,28.6KWH (+ 0.1 KWH) ,03:55:56 p.m,19,abril,2020
260.4KWH (+ 0.1 KWH) ,416KWH (+ 0.0 KWH) ,260.4KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,04:10:56 p.m,19,abril,2020
260.4KWH (+ 0.0 KWH) ,416KWH (+ 0.0 KWH) ,260.4KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,04:25:57 p.m,19,abril,2020
260.5KWH (+ 0.1 KWH) ,416.1KWH (+ 0.1 KWH) ,260.5KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,04:40:57 p.m,19,abril,2020
260.5KWH (+ 0.0 KWH) ,416.1KWH (+ 0.0 KWH) ,260.5KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,04:55:57 p.m,19,abril,2020
260.5KWH (+ 0.0 KWH) ,416.1KWH (+ 0.0 KWH) ,260.5KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,05:10:57 p.m,19,abril,2020
260.5KWH (+ 0.0 KWH) ,416.2KWH (+ 0.1 KWH) ,260.5KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,05:25:58 p.m,19,abril,2020
260.6KWH (+ 0.1 KWH) ,416.2KWH (+ 0.0 KWH) ,260.6KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,05:40:58 p.m,19,abril,2020
260.6KWH (+ 0.0 KWH) ,416.2KWH (+ 0.0 KWH) ,260.6KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,05:55:58 p.m,19,abril,2020
260.6KWH (+ 0.0 KWH) ,416.2KWH (+ 0.0 KWH) ,260.6KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,06:10:58 p.m,19,abril,2020
260.7KWH (+ 0.1 KWH) ,416.3KWH (+ 0.1 KWH) ,260.7KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,06:25:58 p.m,19,abril,2020
260.7KWH (+ 0.0 KWH) ,416.4KWH (+ 0.1 KWH) ,260.7KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,06:40:59 p.m,19,abril,2020
260.8KWH (+ 0.1 KWH) ,416.4KWH (+ 0.0 KWH) ,260.8KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,06:55:59 p.m,19,abril,2020
260.8KWH (+ 0.0 KWH) ,416.4KWH (+ 0.0 KWH) ,260.8KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,07:10:59 p.m,19,abril,2020
260.8KWH (+ 0.0 KWH) ,416.5KWH (+ 0.1 KWH) ,260.8KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,07:25:59 p.m,19,abril,2020
260.8KWH (+ 0.0 KWH) ,416.5KWH (+ 0.0 KWH) ,260.8KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,07:41:00 p.m,19,abril,2020
260.9KWH (+ 0.1 KWH) ,416.5KWH (+ 0.0 KWH) ,260.9KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,07:56:00 p.m,19,abril,2020
260.9KWH (+ 0.0 KWH) ,416.6KWH (+ 0.1 KWH) ,260.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,08:11:00 p.m,19,abril,2020
260.9KWH (+ 0.0 KWH) ,416.6KWH (+ 0.0 KWH) ,260.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,08:26:00 p.m,19,abril,2020
260.9KWH (+ 0.0 KWH) ,416.7KWH (+ 0.1 KWH) ,260.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,08:41:01 p.m,19,abril,2020
261KWH (+ 0.1 KWH) ,416.7KWH (+ 0.0 KWH) ,261KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,08:56:01 p.m,19,abril,2020
261KWH (+ 0.0 KWH) ,416.8KWH (+ 0.1 KWH) ,261KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,09:11:01 p.m,19,abril,2020
261KWH (+ 0.0 KWH) ,416.8KWH (+ 0.0 KWH) ,261KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,09:26:01 p.m,19,abril,2020
261KWH (+ 0.0 KWH) ,416.8KWH (+ 0.0 KWH) ,261KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,09:41:01 p.m,19,abril,2020
261.1KWH (+ 0.1 KWH) ,416.8KWH (+ 0.0 KWH) ,261.1KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,09:56:02 p.m,19,abril,2020
261.1KWH (+ 0.0 KWH) ,416.9KWH (+ 0.1 KWH) ,261.1KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,10:11:02 p.m,19,abril,2020
261.1KWH (+ 0.0 KWH) ,417KWH (+ 0.1 KWH) ,261.1KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,10:26:02 p.m,19,abril,2020
261.1KWH (+ 0.0 KWH) ,417KWH (+ 0.0 KWH) ,261.1KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,10:41:02 p.m,19,abril,2020
261.2KWH (+ 0.1 KWH) ,417KWH (+ 0.0 KWH) ,261.2KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,10:56:03 p.m,19,abril,2020
261.2KWH (+ 0.0 KWH) ,417.1KWH (+ 0.1 KWH) ,261.2KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,11:11:03 p.m,19,abril,2020
261.2KWH (+ 0.0 KWH) ,417.1KWH (+ 0.0 KWH) ,261.2KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,11:26:03 p.m,19,abril,2020
261.2KWH (+ 0.0 KWH) ,417.1KWH (+ 0.0 KWH) ,261.2KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,11:41:03 p.m,19,abril,2020
261.2KWH (+ 0.0 KWH) ,417.2KWH (+ 0.1 KWH) ,261.2KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,11:56:04 p.m,19,abril,2020
261.3KWH (+ 0.1 KWH) ,417.2KWH (+ 0.0 KWH) ,261.3KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,12:11:04 a.m,20,abril,2020
261.3KWH (+ 0.0 KWH) ,417.3KWH (+ 0.1 KWH) ,261.3KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,12:26:04 a.m,20,abril,2020
261.3KWH (+ 0.0 KWH) ,417.3KWH (+ 0.0 KWH) ,261.3KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,12:41:04 a.m,20,abril,2020
261.4KWH (+ 0.1 KWH) ,417.4KWH (+ 0.1 KWH) ,261.4KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,12:56:04 a.m,20,abril,2020
261.4KWH (+ 0.0 KWH) ,417.4KWH (+ 0.0 KWH) ,261.4KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,01:11:05 a.m,20,abril,2020
261.4KWH (+ 0.0 KWH) ,417.4KWH (+ 0.0 KWH) ,261.4KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,01:26:05 a.m,20,abril,2020
261.4KWH (+ 0.0 KWH) ,417.5KWH (+ 0.1 KWH) ,261.4KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,01:41:05 a.m,20,abril,2020
261.4KWH (+ 0.0 KWH) ,417.5KWH (+ 0.0 KWH) ,261.4KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,01:56:05 a.m,20,abril,2020
261.5KWH (+ 0.1 KWH) ,417.5KWH (+ 0.0 KWH) ,261.5KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,02:11:06 a.m,20,abril,2020
261.5KWH (+ 0.0 KWH) ,417.6KWH (+ 0.1 KWH) ,261.5KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,02:26:06 a.m,20,abril,2020
261.5KWH (+ 0.0 KWH) ,417.7KWH (+ 0.1 KWH) ,261.5KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,02:41:06 a.m,20,abril,2020
261.6KWH (+ 0.1 KWH) ,417.7KWH (+ 0.0 KWH) ,261.6KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,02:56:06 a.m,20,abril,2020
261.6KWH (+ 0.0 KWH) ,417.7KWH (+ 0.0 KWH) ,261.6KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,03:11:06 a.m,20,abril,2020
261.6KWH (+ 0.0 KWH) ,417.8KWH (+ 0.1 KWH) ,261.6KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,03:26:07 a.m,20,abril,2020
261.6KWH (+ 0.0 KWH) ,417.8KWH (+ 0.0 KWH) ,261.6KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,03:41:07 a.m,20,abril,2020
261.6KWH (+ 0.0 KWH) ,417.8KWH (+ 0.0 KWH) ,261.6KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,03:56:07 a.m,20,abril,2020
261.7KWH (+ 0.1 KWH) ,417.9KWH (+ 0.1 KWH) ,261.7KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,04:11:07 a.m,20,abril,2020
261.7KWH (+ 0.0 KWH) ,417.9KWH (+ 0.0 KWH) ,261.7KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,04:26:08 a.m,20,abril,2020
261.7KWH (+ 0.0 KWH) ,418KWH (+ 0.1 KWH) ,261.7KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,04:41:08 a.m,20,abril,2020
261.7KWH (+ 0.0 KWH) ,418KWH (+ 0.0 KWH) ,261.7KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,04:56:08 a.m,20,abril,2020
261.8KWH (+ 0.1 KWH) ,418KWH (+ 0.0 KWH) ,261.8KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,05:11:08 a.m,20,abril,2020
261.8KWH (+ 0.0 KWH) ,418.1KWH (+ 0.1 KWH) ,261.8KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,05:26:08 a.m,20,abril,2020
261.8KWH (+ 0.0 KWH) ,418.1KWH (+ 0.0 KWH) ,261.8KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,05:41:08 a.m,20,abril,2020
261.8KWH (+ 0.0 KWH) ,418.2KWH (+ 0.1 KWH) ,261.8KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,05:56:09 a.m,20,abril,2020
261.8KWH (+ 0.0 KWH) ,418.2KWH (+ 0.0 KWH) ,261.8KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,06:11:10 a.m,20,abril,2020
261.9KWH (+ 0.1 KWH) ,418.3KWH (+ 0.1 KWH) ,261.9KWH (+ 0.1 KWH) ,28.6KWH (+ 0.0 KWH) ,06:26:10 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.3KWH (+ 0.0 KWH) ,261.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,06:41:10 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.4KWH (+ 0.1 KWH) ,261.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,06:56:10 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.4KWH (+ 0.0 KWH) ,261.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,07:11:10 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.4KWH (+ 0.0 KWH) ,261.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,07:26:11 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.4KWH (+ 0.0 KWH) ,261.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,07:41:11 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.5KWH (+ 0.1 KWH) ,261.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,07:56:11 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.5KWH (+ 0.0 KWH) ,261.9KWH (+ 0.0 KWH) ,28.6KWH (+ 0.0 KWH) ,08:11:11 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.6KWH (+ 0.1 KWH) ,261.9KWH (+ 0.0 KWH) ,28.7KWH (+ 0.1 KWH) ,08:26:12 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.6KWH (+ 0.0 KWH) ,261.9KWH (+ 0.0 KWH) ,28.7KWH (+ 0.0 KWH) ,08:41:12 a.m,20,abril,2020
261.9KWH (+ 0.0 KWH) ,418.6KWH (+ 0.0 KWH) ,261.9KWH (+ 0.0 KWH) ,28.8KWH (+ 0.1 KWH) ,08:56:12 a.m,20,abril,2020
262KWH (+ 0.1 KWH) ,418.7KWH (+ 0.1 KWH) ,262KWH (+ 0.1 KWH) ,28.9KWH (+ 0.1 KWH) ,09:11:12 a.m,20,abril,2020
262KWH (+ 0.0 KWH) ,418.8KWH (+ 0.1 KWH) ,262KWH (+ 0.0 KWH) ,29KWH (+ 0.1 KWH) ,09:26:12 a.m,20,abril,2020
